hour_of_year,PALOVRDE_ASR-APND LMP,SMD4_ASR-APND LMP,SMD5_ASR-APND LMP,SMD6_ASR-APND LMP,SMD7_ASR-APND LMP,SMD8_ASR-APND LMP,SMD9_ASR-APND LMP,SMDA_ASR-APND LMP,SMDB_ASR-APND LMP,SMDC_ASR-APND LMP,SMDG_ASR-APND LMP,SMDH_ASR-APND LMP,SUMMIT_ASR-APND LMP,PALOVRDE_ASR-APND (Congestion),SMD4_ASR-APND (Congestion),SMD5_ASR-APND (Congestion),SMD6_ASR-APND (Congestion),SMD7_ASR-APND (Congestion),SMD8_ASR-APND (Congestion),SMD9_ASR-APND (Congestion),SMDA_ASR-APND (Congestion),SMDB_ASR-APND (Congestion),SMDC_ASR-APND (Congestion),SMDG_ASR-APND (Congestion),SMDH_ASR-APND (Congestion),SUMMIT_ASR-APND (Congestion),PALOVRDE_ASR-APND (Energy),SMD4_ASR-APND (Energy),SMD5_ASR-APND (Energy),SMD6_ASR-APND (Energy),SMD7_ASR-APND (Energy),SMD8_ASR-APND (Energy),SMD9_ASR-APND (Energy),SMDA_ASR-APND (Energy),SMDB_ASR-APND (Energy),SMDC_ASR-APND (Energy),SMDG_ASR-APND (Energy),SMDH_ASR-APND (Energy),SUMMIT_ASR-APND (Energy),PALOVRDE_ASR-APND (Loss),SMD4_ASR-APND (Loss),SMD5_ASR-APND (Loss),SMD6_ASR-APND (Loss),SMD7_ASR-APND (Loss),SMD8_ASR-APND (Loss),SMD9_ASR-APND (Loss),SMDA_ASR-APND (Loss),SMDB_ASR-APND (Loss),SMDC_ASR-APND (Loss),SMDG_ASR-APND (Loss),SMDH_ASR-APND (Loss),SUMMIT_ASR-APND (Loss)
7988,84.20678,192.81189,192.81189,192.81189,192.81189,192.81189,192.81189,192.81189,192.81189,192.81189,192.81189,192.81189,199.19098,-98.34457,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,192.98438,192.98438,192.98438,192.98438,192.98438,192.98438,192.98438,192.98438,192.98438,192.98438,192.98438,192.98438,192.98438,-1.90303,-0.17369,-0.17369,-0.17369,-0.17369,-0.17369,-0.17369,-0.17369,-0.17369,-0.17369,-0.17369,-0.17369,14.73781
7989,67.19955,176.6512,176.6512,176.6512,176.6512,176.6512,176.6512,176.6512,176.6512,176.6512,176.6512,176.6512,176.6488,-109.45045,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,176.65,176.65,176.65,176.65,176.65,176.65,176.65,176.65,176.65,176.65,176.65,176.65,176.65,0,0,0,0,0,0,0,0,0,0,0,0,0
7990,156,158.3574,158.3574,158.3574,158.3574,158.3574,158.3574,158.3574,158.3574,158.3574,158.3574,158.3574,156,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,158.35622,158.35622,158.35622,158.35622,158.35622,158.35622,158.35622,158.35622,158.35622,158.35622,158.35622,158.35622,158.35622,0,0,0,0,0,0,0,0,0,0,0,0,0
7991,100.45432,151.74341,151.74341,151.74341,151.74341,151.74341,151.74341,151.74341,151.74341,151.74341,151.74341,151.74341,164.58987,-49.51029,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,151.8789,151.8789,151.8789,151.8789,151.8789,151.8789,151.8789,151.8789,151.8789,151.8789,151.8789,151.8789,151.8789,-1.91429,-0.13669,-0.13669,-0.13669,-0.13669,-0.13669,-0.13669,-0.13669,-0.13669,-0.13669,-0.13669,-0.13669,12.71216
7992,54.65146,138.00774,138.00774,138.00774,138.00774,138.00774,138.00774,138.00774,138.00774,138.00774,138.00774,138.00774,151.43115,-82.57951,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,138.25542,138.25542,138.25542,138.25542,138.25542,138.25542,138.25542,138.25542,138.25542,138.25542,138.25542,138.25542,138.25542,-1.02444,-0.24886,-0.24886,-0.24886,-0.24886,-0.24886,-0.24886,-0.24886,-0.24886,-0.24886,-0.24886,-0.24886,13.17574
7993,74.67473,131.77596,131.77596,131.77596,131.77596,131.77596,131.77596,131.77596,131.77596,131.77596,131.77596,131.77596,144.50038,-55.66074,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,131.73523,131.73523,131.73523,131.73523,131.73523,131.73523,131.73523,131.73523,131.73523,131.73523,131.73523,131.73523,131.73523,-1.39977,0.03952,0.03952,0.03952,0.03952,0.03952,0.03952,0.03952,0.03952,0.03952,0.03952,0.03952,12.76514
7994,57.12179,130.28258,130.28258,130.28258,130.28258,130.28258,130.28258,130.28258,130.28258,130.28258,130.28258,130.28258,143.82385,-72.00594,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,130.21626,130.21626,130.21626,130.21626,130.21626,130.21626,130.21626,130.21626,130.21626,130.21626,130.21626,130.21626,130.21626,-1.08853,0.06511,0.06511,0.06511,0.06511,0.06511,0.06511,0.06511,0.06511,0.06511,0.06511,0.06511,13.6076
7995,56.00135,138.95018,138.95018,138.95018,138.95018,138.95018,138.95018,138.95018,138.95018,138.95018,138.95018,138.95018,152.37904,-82.05074,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,139.17166,139.17166,139.17166,139.17166,139.17166,139.17166,139.17166,139.17166,139.17166,139.17166,139.17166,139.17166,139.17166,-1.11957,-0.22268,-0.22268,-0.22268,-0.22268,-0.22268,-0.22268,-0.22268,-0.22268,-0.22268,-0.22268,-0.22268,13.20739
7996,54.99973,136.9757,136.9757,136.9757,136.9757,136.9757,136.9757,136.9757,136.9757,136.9757,136.9757,136.9757,151.26094,-80.88094,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,136.9745,136.9745,136.9745,136.9745,136.9745,136.9745,136.9745,136.9745,136.9745,136.9745,136.9745,136.9745,136.9745,-1.09382,0,0,0,0,0,0,0,0,0,0,0,14.28644
7997,161.54579,165.25056,165.25056,165.25056,165.25056,165.25056,165.25056,165.25056,165.25056,165.25056,165.25056,165.25056,179.8322,-0.25978,0.20628,0.20628,0.20628,0.20628,0.20628,0.20628,0.20628,0.20628,0.20628,0.20628,0.20628,-0.0012,165.24258,165.24258,165.24258,165.24258,165.24258,165.24258,165.24258,165.24258,165.24258,165.24258,165.24258,165.24258,165.24258,-3.43702,-0.19829,-0.19829,-0.19829,-0.19829,-0.19829,-0.19829,-0.19829,-0.19829,-0.19829,-0.19829,-0.19829,14.59081
7998,85.11417,180.04138,180.04138,180.04138,180.04138,180.04138,180.04138,180.04138,180.04138,180.04138,180.04138,180.04138,193.37387,-93.0934,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,180.20236,180.20236,180.20236,180.20236,180.20236,180.20236,180.20236,180.20236,180.20236,180.20236,180.20236,180.20236,180.20236,-1.9948,-0.16218,-0.16218,-0.16218,-0.16218,-0.16218,-0.16218,-0.16218,-0.16218,-0.16218,-0.16218,-0.16218,13.1727
7999,70.96789,208.5821,208.5821,208.5821,208.5821,208.5821,208.5821,208.5821,208.5821,208.5821,208.5821,208.5821,208.58092,-137.61304,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,208.58092,208.58092,208.58092,208.58092,208.58092,208.58092,208.58092,208.58092,208.58092,208.58092,208.58092,208.58092,208.58092,0,0,0,0,0,0,0,0,0,0,0,0,0
8000,70.05913,212.79395,212.79395,212.79395,212.79395,212.79395,212.79395,212.79395,212.79395,212.79395,212.79395,212.79395,196.10475,-120.3601,13.95472,13.95472,13.95472,13.95472,13.95472,13.95472,13.95472,13.95472,13.95472,13.95472,13.95472,5.68552,198.83923,198.83923,198.83923,198.83923,198.83923,198.83923,198.83923,198.83923,198.83923,198.83923,198.83923,198.83923,198.83923,0,0,0,0,0,0,0,0,0,0,0,0,0
8001,54.52716,172.3966,172.3966,172.3966,172.3966,172.3966,172.3966,172.3966,172.3966,172.3966,172.3966,172.3966,169.9988,-115.47284,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,172.3954,172.3954,172.3954,172.3954,172.3954,172.3954,172.3954,172.3954,172.3954,172.3954,172.3954,172.3954,172.3954,0,0,0,0,0,0,0,0,0,0,0,0,0
8002,56.07036,158.24532,158.24532,158.24532,158.24532,158.24532,158.24532,158.24532,158.24532,158.24532,158.24532,158.24532,146.40218,-87.97313,5.78183,5.78183,5.78183,5.78183,5.78183,5.78183,5.78183,5.78183,5.78183,5.78183,5.78183,2.35868,152.4635,152.4635,152.4635,152.4635,152.4635,152.4635,152.4635,152.4635,152.4635,152.4635,152.4635,152.4635,152.4635,0,0,0,0,0,0,0,0,0,0,0,0,0
8003,56.68096,186.95187,186.95187,186.95187,186.95187,186.95187,186.95187,186.95187,186.95187,186.95187,186.95187,186.95187,159.82948,-92.49086,25.97005,25.97005,25.97005,25.97005,25.97005,25.97005,25.97005,25.97005,25.97005,25.97005,25.97005,10.65766,160.98183,160.98183,160.98183,160.98183,160.98183,160.98183,160.98183,160.98183,160.98183,160.98183,160.98183,160.98183,160.98183,0,0,0,0,0,0,0,0,0,0,0,0,0
8004,58.33012,168.04822,168.04822,168.04822,168.04822,168.04822,168.04822,168.04822,168.04822,168.04822,168.04822,168.04822,165.14253,-86.35404,13.80317,13.80317,13.80317,13.80317,13.80317,13.80317,13.80317,13.80317,13.80317,13.80317,13.80317,5.66379,154.27591,154.27591,154.27591,154.27591,154.27591,154.27591,154.27591,154.27591,154.27591,154.27591,154.27591,154.27591,154.27591,-1.17176,-0.03086,-0.03086,-0.03086,-0.03086,-0.03086,-0.03086,-0.03086,-0.03086,-0.03086,-0.03086,-0.03086,13.62283
8005,53.20671,147.6449,147.6449,147.6449,147.6449,147.6449,147.6449,147.6449,147.6449,147.6449,147.6449,147.6449,132.57512,-76.32245,7.38574,7.38574,7.38574,7.38574,7.38574,7.38574,7.38574,7.38574,7.38574,7.38574,7.38574,3.04595,140.25917,140.25917,140.25917,140.25917,140.25917,140.25917,140.25917,140.25917,140.25917,140.25917,140.25917,140.25917,140.25917,0,0,0,0,0,0,0,0,0,0,0,0,0
8006,53.91933,152.72919,152.72919,152.72919,152.72919,152.72919,152.72919,152.72919,152.72919,152.72919,152.72919,152.72919,141.46077,-85.96492,3.78493,3.78493,3.78493,3.78493,3.78493,3.78493,3.78493,3.78493,3.78493,3.78493,3.78493,1.57652,148.94426,148.94426,148.94426,148.94426,148.94426,148.94426,148.94426,148.94426,148.94426,148.94426,148.94426,148.94426,148.94426,0,0,0,0,0,0,0,0,0,0,0,0,0
8007,53.28368,195.83731,195.83731,195.83731,195.83731,195.83731,195.83731,195.83731,195.83731,195.83731,195.83731,195.83731,201.16933,-128.91998,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,195.8361,195.8361,195.8361,195.8361,195.8361,195.8361,195.8361,195.8361,195.8361,195.8361,195.8361,195.8361,195.8361,-0.56244,0,0,0,0,0,0,0,0,0,0,0,18.40443
8008,97.62339,217.98418,217.98418,217.98418,217.98418,217.98418,217.98418,217.98418,217.98418,217.98418,217.98418,217.98418,217.11977,-119.49638,0.86442,0.86442,0.86442,0.86442,0.86442,0.86442,0.86442,0.86442,0.86442,0.86442,0.86442,0,217.11977,217.11977,217.11977,217.11977,217.11977,217.11977,217.11977,217.11977,217.11977,217.11977,217.11977,217.11977,217.11977,0,0,0,0,0,0,0,0,0,0,0,0,0
8009,213.32431,213.32431,213.32431,213.32431,213.32431,213.32431,213.32431,213.32431,213.32431,213.32431,213.32431,213.32431,213.3231,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,213.3231,213.3231,213.3231,213.3231,213.3231,213.3231,213.3231,213.3231,213.3231,213.3231,213.3231,213.3231,213.3231,0,0,0,0,0,0,0,0,0,0,0,0,0
8010,120.75513,298.22345,298.22345,298.22345,298.22345,298.22345,298.22345,298.22345,298.22345,298.22345,298.22345,298.22345,286.54105,-165.78712,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,298.22226,298.22226,298.22226,298.22226,298.22226,298.22226,298.22226,298.22226,298.22226,298.22226,298.22226,298.22226,298.22226,0,0,0,0,0,0,0,0,0,0,0,0,0
8011,209.17343,217.59383,217.59383,217.59383,217.59383,217.59383,217.59383,217.59383,217.59383,217.59383,217.59383,217.59383,209.17143,0.0008,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,217.59264,217.59264,217.59264,217.59264,217.59264,217.59264,217.59264,217.59264,217.59264,217.59264,217.59264,217.59264,217.59264,0,0,0,0,0,0,0,0,0,0,0,0,0
8012,98.94,209.5432,209.5432,209.5432,209.5432,209.5432,209.5432,209.5432,209.5432,209.5432,209.5432,209.5432,202.042,-103.102,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,209.542,209.542,209.542,209.542,209.542,209.542,209.542,209.542,209.542,209.542,209.542,209.542,209.542,0,0,0,0,0,0,0,0,0,0,0,0,0
8013,68.78802,221.10486,221.10486,221.10486,221.10486,221.10486,221.10486,221.10486,221.10486,221.10486,221.10486,221.10486,229.36388,-142.46649,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,220.97108,220.97108,220.97108,220.97108,220.97108,220.97108,220.97108,220.97108,220.97108,220.97108,220.97108,220.97108,220.97108,-1.29656,0.13258,0.13258,0.13258,0.13258,0.13258,0.13258,0.13258,0.13258,0.13258,0.13258,0.13258,16.81279
8014,71.24056,214.30367,214.30367,214.30367,214.30367,214.30367,214.30367,214.30367,214.30367,214.30367,214.30367,214.30367,219.93355,-132.09154,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,214.08838,214.08838,214.08838,214.08838,214.08838,214.08838,214.08838,214.08838,214.08838,214.08838,214.08838,214.08838,214.08838,-1.2763,0.21409,0.21409,0.21409,0.21409,0.21409,0.21409,0.21409,0.21409,0.21409,0.21409,0.21409,15.32517
8015,70.55556,191.4835,191.4835,191.4835,191.4835,191.4835,191.4835,191.4835,191.4835,191.4835,191.4835,191.4835,194.18037,-106.52906,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,191.61644,191.61644,191.61644,191.61644,191.61644,191.61644,191.61644,191.61644,191.61644,191.61644,191.61644,191.61644,191.61644,-1.16182,-0.13413,-0.13413,-0.13413,-0.13413,-0.13413,-0.13413,-0.13413,-0.13413,-0.13413,-0.13413,-0.13413,15.93512
8016,73.25998,162.39433,162.39433,162.39433,162.39433,162.39433,162.39433,162.39433,162.39433,162.39433,162.39433,162.39433,165.11417,-77.39191,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,162.58826,162.58826,162.58826,162.58826,162.58826,162.58826,162.58826,162.58826,162.58826,162.58826,162.58826,162.58826,162.58826,-1.20635,-0.19511,-0.19511,-0.19511,-0.19511,-0.19511,-0.19511,-0.19511,-0.19511,-0.19511,-0.19511,-0.19511,13.25712
8017,68.28873,158.85455,158.85455,158.85455,158.85455,158.85455,158.85455,158.85455,158.85455,158.85455,158.85455,158.85455,165.42647,-80.95009,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,158.91692,158.91692,158.91692,158.91692,158.91692,158.91692,158.91692,158.91692,158.91692,158.91692,158.91692,158.91692,158.91692,-1.0681,-0.06357,-0.06357,-0.06357,-0.06357,-0.06357,-0.06357,-0.06357,-0.06357,-0.06357,-0.06357,-0.06357,15.12075
8018,62.2668,144.37886,144.37886,144.37886,144.37886,144.37886,144.37886,144.37886,144.37886,144.37886,144.37886,144.37886,157.5108,-81.4118,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,144.6525,144.6525,144.6525,144.6525,144.6525,144.6525,144.6525,144.6525,144.6525,144.6525,144.6525,144.6525,144.6525,-0.97391,-0.27484,-0.27484,-0.27484,-0.27484,-0.27484,-0.27484,-0.27484,-0.27484,-0.27484,-0.27484,-0.27484,12.8595
8019,63.75685,141.33865,141.33865,141.33865,141.33865,141.33865,141.33865,141.33865,141.33865,141.33865,141.33865,141.33865,155.12267,-76.91684,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,141.67747,141.67747,141.67747,141.67747,141.67747,141.67747,141.67747,141.67747,141.67747,141.67747,141.67747,141.67747,141.67747,-1.00379,-0.34003,-0.34003,-0.34003,-0.34003,-0.34003,-0.34003,-0.34003,-0.34003,-0.34003,-0.34003,-0.34003,13.44519
8020,66.69777,141.69734,141.69734,141.69734,141.69734,141.69734,141.69734,141.69734,141.69734,141.69734,141.69734,141.69734,152.44559,-71.83031,2.39555,2.39555,2.39555,2.39555,2.39555,2.39555,2.39555,2.39555,2.39555,2.39555,2.39555,0,139.67892,139.67892,139.67892,139.67892,139.67892,139.67892,139.67892,139.67892,139.67892,139.67892,139.67892,139.67892,139.67892,-1.15085,-0.37714,-0.37714,-0.37714,-0.37714,-0.37714,-0.37714,-0.37714,-0.37714,-0.37714,-0.37714,-0.37714,12.76665
8021,40.75609,157.19357,157.19357,157.19357,157.19357,157.19357,157.19357,157.19357,157.19357,157.19357,157.19357,157.19357,161.70393,-108.13183,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,157.6812,157.6812,157.6812,157.6812,157.6812,157.6812,157.6812,157.6812,157.6812,157.6812,157.6812,157.6812,157.6812,-0.71327,-0.48882,-0.48882,-0.48882,-0.48882,-0.48882,-0.48882,-0.48882,-0.48882,-0.48882,-0.48882,-0.48882,12.10274
8022,78.0562,164.15875,164.15875,164.15875,164.15875,164.15875,164.15875,164.15875,164.15875,164.15875,164.15875,164.15875,174.99055,-85.02644,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0,164.63501,164.63501,164.63501,164.63501,164.63501,164.63501,164.63501,164.63501,164.63501,164.63501,164.63501,164.63501,164.63501,-1.55237,-0.47745,-0.47745,-0.47745,-0.47745,-0.47745,-0.47745,-0.47745,-0.47745,-0.47745,-0.47745,-0.47745,10.35554
8023,96.91837,162.1657,162.1657,162.1657,162.1657,162.1657,162.1657,162.1657,162.1657,162.1657,162.1657,162.1657,172.84521,-63.94258,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,162.58723,162.58723,162.58723,162.58723,162.58723,162.58723,162.58723,162.58723,162.58723,162.58723,162.58723,162.58723,162.58723,-1.72628,-0.42273,-0.42273,-0.42273,-0.42273,-0.42273,-0.42273,-0.42273,-0.42273,-0.42273,-0.42273,-0.42273,10.25918
8024,124.18001,187.76172,187.76172,187.76172,187.76172,187.76172,187.76172,187.76172,187.76172,187.76172,187.76172,187.76172,168.18198,-29.01312,23.39694,23.39694,23.39694,23.39694,23.39694,23.39694,23.39694,23.39694,23.39694,23.39694,23.39694,-0.0012,164.59521,164.59521,164.59521,164.59521,164.59521,164.59521,164.59521,164.59521,164.59521,164.59521,164.59521,164.59521,164.59521,-2.79209,-0.23043,-0.23043,-0.23043,-0.23043,-0.23043,-0.23043,-0.23043,-0.23043,-0.23043,-0.23043,-0.23043,12.19795
8025,90.26844,156.62149,156.62149,156.62149,156.62149,156.62149,156.62149,156.62149,156.62149,156.62149,156.62149,156.62149,169.0753,-64.67559,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,156.68297,156.68297,156.68297,156.68297,156.68297,156.68297,156.68297,156.68297,156.68297,156.68297,156.68297,156.68297,156.68297,-1.73894,-0.06267,-0.06267,-0.06267,-0.06267,-0.06267,-0.06267,-0.06267,-0.06267,-0.06267,-0.06267,-0.06267,12.39353
8026,138.61102,174.601,174.601,174.601,174.601,174.601,174.601,174.601,174.601,174.601,174.601,174.601,180.58755,-18.54925,14.41504,14.41504,14.41504,14.41504,14.41504,14.41504,14.41504,14.41504,14.41504,14.41504,14.41504,5.64143,160.0899,160.0899,160.0899,160.0899,160.0899,160.0899,160.0899,160.0899,160.0899,160.0899,160.0899,160.0899,160.0899,-2.92962,0.09605,0.09605,0.09605,0.09605,0.09605,0.09605,0.09605,0.09605,0.09605,0.09605,0.09605,14.85623
8027,145.554,186.10384,186.10384,186.10384,186.10384,186.10384,186.10384,186.10384,186.10384,186.10384,186.10384,186.10384,181.13968,-15.43472,13.42166,13.42166,13.42166,13.42166,13.42166,13.42166,13.42166,13.42166,13.42166,13.42166,13.42166,-0.0012,172.71674,172.71674,172.71674,172.71674,172.71674,172.71674,172.71674,172.71674,172.71674,172.71674,172.71674,172.71674,172.71674,-3.11801,-0.03454,-0.03454,-0.03454,-0.03454,-0.03454,-0.03454,-0.03454,-0.03454,-0.03454,-0.03454,-0.03454,17.03415
8028,146.16338,160.75986,160.75986,160.75986,160.75986,160.75986,160.75986,160.75986,160.75986,160.75986,160.75986,160.75986,172.39404,-6.25094,5.42257,5.42257,5.42257,5.42257,5.42257,5.42257,5.42257,5.42257,5.42257,5.42257,5.42257,0.04769,155.47722,155.47722,155.47722,155.47722,155.47722,155.47722,155.47722,155.47722,155.47722,155.47722,155.47722,155.47722,155.47722,-3.0629,-0.13993,-0.13993,-0.13993,-0.13993,-0.13993,-0.13993,-0.13993,-0.13993,-0.13993,-0.13993,-0.13993,16.86915
8029,81.71273,143.71156,143.71156,143.71156,143.71156,143.71156,143.71156,143.71156,143.71156,143.71156,143.71156,143.71156,156.13123,-57.96418,2.58393,2.58393,2.58393,2.58393,2.58393,2.58393,2.58393,2.58393,2.58393,2.58393,2.58393,0.16156,141.3538,141.3538,141.3538,141.3538,141.3538,141.3538,141.3538,141.3538,141.3538,141.3538,141.3538,141.3538,141.3538,-1.67689,-0.22617,-0.22617,-0.22617,-0.22617,-0.22617,-0.22617,-0.22617,-0.22617,-0.22617,-0.22617,-0.22617,14.61586
8030,135.94408,147.0413,147.0413,147.0413,147.0413,147.0413,147.0413,147.0413,147.0413,147.0413,147.0413,147.0413,152.07922,-0.00106,0.00221,0.00221,0.00221,0.00221,0.00221,0.00221,0.00221,0.00221,0.00221,0.00221,0.00221,-0.0012,147.2305,147.2305,147.2305,147.2305,147.2305,147.2305,147.2305,147.2305,147.2305,147.2305,147.2305,147.2305,147.2305,-2.67538,-0.1914,-0.1914,-0.1914,-0.1914,-0.1914,-0.1914,-0.1914,-0.1914,-0.1914,-0.1914,-0.1914,13.45993
8031,134.31071,145.38861,145.38861,145.38861,145.38861,145.38861,145.38861,145.38861,145.38861,145.38861,145.38861,145.38861,149.39264,0,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,145.60582,145.60582,145.60582,145.60582,145.60582,145.60582,145.60582,145.60582,145.60582,145.60582,145.60582,145.60582,145.60582,-2.68512,-0.21841,-0.21841,-0.21841,-0.21841,-0.21841,-0.21841,-0.21841,-0.21841,-0.21841,-0.21841,-0.21841,12.39801
8032,174.37614,190.15594,190.15594,190.15594,190.15594,190.15594,190.15594,190.15594,190.15594,190.15594,190.15594,190.15594,190.07642,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,190.0787,190.0787,190.0787,190.0787,190.0787,190.0787,190.0787,190.0787,190.0787,190.0787,190.0787,190.0787,190.0787,-3.63135,0.07603,0.07603,0.07603,0.07603,0.07603,0.07603,0.07603,0.07603,0.07603,0.07603,0.07603,12.06891
8033,186.93352,208.83482,208.83482,208.83482,208.83482,208.83482,208.83482,208.83482,208.83482,208.83482,208.83482,208.83482,199.1348,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,209.08452,209.08452,209.08452,209.08452,209.08452,209.08452,209.08452,209.08452,209.08452,209.08452,209.08452,209.08452,209.08452,-4.00981,-0.2509,-0.2509,-0.2509,-0.2509,-0.2509,-0.2509,-0.2509,-0.2509,-0.2509,-0.2509,-0.2509,8.19147
8034,185.18428,202.04195,202.04195,202.04195,202.04195,202.04195,202.04195,202.04195,202.04195,202.04195,202.04195,202.04195,198.73988,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,202.50652,202.50652,202.50652,202.50652,202.50652,202.50652,202.50652,202.50652,202.50652,202.50652,202.50652,202.50652,202.50652,-3.87573,-0.46577,-0.46577,-0.46577,-0.46577,-0.46577,-0.46577,-0.46577,-0.46577,-0.46577,-0.46577,-0.46577,9.67987
8035,173.51855,188.42809,188.42809,188.42809,188.42809,188.42809,188.42809,188.42809,188.42809,188.42809,188.42809,188.42809,184.00108,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,188.84235,188.84235,188.84235,188.84235,188.84235,188.84235,188.84235,188.84235,188.84235,188.84235,188.84235,188.84235,188.84235,-3.25259,-0.41546,-0.41546,-0.41546,-0.41546,-0.41546,-0.41546,-0.41546,-0.41546,-0.41546,-0.41546,-0.41546,7.22994
8036,183.0438,186.21506,186.21506,186.21506,186.21506,186.21506,186.21506,186.21506,186.21506,186.21506,186.21506,186.21506,196.8177,-0.0016,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,186.3816,186.3816,186.3816,186.3816,186.3816,186.3816,186.3816,186.3816,186.3816,186.3816,186.3816,186.3816,186.3816,-3.3362,-0.16774,-0.16774,-0.16774,-0.16774,-0.16774,-0.16774,-0.16774,-0.16774,-0.16774,-0.16774,-0.16774,10.4373
8037,164.3189,176.84837,176.84837,176.84837,176.84837,176.84837,176.84837,176.84837,176.84837,176.84837,176.84837,176.84837,176.10379,-0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,176.90024,176.90024,176.90024,176.90024,176.90024,176.90024,176.90024,176.90024,176.90024,176.90024,176.90024,176.90024,176.90024,-3.08014,-0.05307,-0.05307,-0.05307,-0.05307,-0.05307,-0.05307,-0.05307,-0.05307,-0.05307,-0.05307,-0.05307,8.70475
8038,66.47615,160.41472,160.41472,160.41472,160.41472,160.41472,160.41472,160.41472,160.41472,160.41472,160.41472,160.41472,160.91019,-85.38019,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,-0.0012,160.46165,160.46165,160.46165,160.46165,160.46165,160.46165,160.46165,160.46165,160.46165,160.46165,160.46165,160.46165,160.46165,-1.23229,-0.04814,-0.04814,-0.04814,-0.04814,-0.04814,-0.04814,-0.04814,-0.04814,-0.04814,-0.04814,-0.04814,7.82277
